side,cluster,cluster_name,OBJECTID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,OID_,GEOID10_1,STATEFP1_1,COUNTYFP_1,TRACTCE1_1,POP2010,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,MED_AGE_M,MED_AGE_F,POP_HH,POP_GQ_INS,POP_GQ_NON,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,GEOJOIN,TractOK,Geoid,Shape_Length,Shape_Area
South/Southwest,6,S. suburbs and Joliet,2,17,197,881302,17197881302,8813.02,Census Tract 8813.02,G5020,S,1844539,162665,41.5387338,-88.0767344,1906,17197881302,17,197,881302,1818,927,129,7,9,0,637,109,1582,978,840,204,361,129,268,294,246,220,96,28.4,28.5,28.3,1818,0,0,482,3.77,29,29,143,106,21,55,393,3.99,518,36,252,230,17197881302,881302,17197881302,25965.90214,21604496.39
South/Southwest,6,S. suburbs and Joliet,3,17,197,881301,17197881301,8813.01,Census Tract 8813.01,G5020,S,1185614,0,41.5412829,-88.0656969,1905,17197881301,17,197,881301,3404,1768,199,12,1,0,1303,121,3030,1814,1590,367,792,195,498,525,432,353,242,27.7,27.6,27.8,3404,0,0,867,3.93,56,46,312,180,45,78,725,4.2,926,59,483,384,17197881301,881301,17197881301,16280.95244,12761272.66
South/Southwest,6,S. suburbs and Joliet,4,17,197,883605,17197883605,8836.05,Census Tract 8836.05,G5020,S,1128552,0,41.4415725,-87.6842674,1964,17197883605,17,197,883605,3082,104,2850,2,50,0,18,58,57,1315,1767,241,816,194,408,451,375,436,161,27.7,25.3,29.5,3082,0,0,1116,2.76,93,172,126,150,40,311,792,3.25,1271,155,430,686,17197883605,883605,17197883605,15058.55179,12147861.79
South/Southwest,6,S. suburbs and Joliet,5,17,197,882500,17197882500,8825,Census Tract 8825,G5020,S,1023128,48475,41.5160928,-88.080701,1921,17197882500,17,197,882500,2370,432,1680,14,3,1,170,70,560,1093,1277,228,617,160,279,315,272,325,174,26.9,25.3,28.3,2361,0,9,690,3.42,51,74,100,84,29,169,533,3.84,814,124,282,408,17197882500,882500,17197882500,16955.69988,11534108.4
South/Southwest,6,S. suburbs and Joliet,6,17,197,882100,17197882100,8821,Census Tract 8821,G5020,S,1259913,0,41.5320328,-88.0639941,1917,17197882100,17,197,882100,2929,1623,325,7,3,3,879,89,2429,1562,1367,297,627,186,446,487,362,364,160,28.5,28.6,28.4,2861,0,68,708,4.04,28,42,262,148,25,68,600,4.17,749,41,371,337,17197882100,882100,17197882100,20475.82366,13560995.37
South/Southwest,6,S. suburbs and Joliet,7,17,197,882000,17197882000,8820,Census Tract 8820,G5020,S,1672338,79737,41.5255068,-88.0796335,1916,17197882000,17,197,882000,3472,1065,1497,17,10,1,809,73,1417,1997,1475,286,609,286,605,590,398,450,248,29.4,29,30,2663,742,67,962,2.77,186,191,141,81,42,135,520,3.84,1153,191,216,746,17197882000,882000,17197882000,19461.61399,18858477.51
South/Southwest,6,S. suburbs and Joliet,8,17,197,881900,17197881900,8819,Census Tract 8819,G5020,S,862625,52817,41.5317188,-88.0883414,1915,17197881900,17,197,881900,3896,1395,1694,14,38,1,608,146,1437,1850,2046,574,766,280,658,505,441,410,262,25.5,26.5,24.7,3869,0,27,1479,2.62,273,282,193,104,56,352,831,3.52,1649,170,240,1239,17197881900,881900,17197881900,15692.05236,9853305.811
South/Southwest,6,S. suburbs and Joliet,9,17,197,883100,17197883100,8831,Census Tract 8831,G5020,S,33153691,651849,41.4832254,-88.0754706,1930,17197883100,17,197,883100,4247,1586,2289,19,8,0,207,138,648,2117,2130,323,827,225,462,541,554,835,480,35.2,33.3,36.8,4228,0,19,1509,2.8,193,163,229,387,49,173,1086,3.29,1622,113,1014,495,17197883100,883100,17197883100,88557.08045,363864103.4
South/Southwest,6,S. suburbs and Joliet,10,17,197,883000,17197883000,8830,Census Tract 8830,G5020,S,8267160,49992,41.5050441,-88.0556109,1929,17197883000,17,197,883000,3697,1898,1380,7,27,3,311,71,825,1700,1997,209,579,196,349,399,408,642,915,43.6,38.2,47.7,3247,433,17,1224,2.65,145,248,200,287,35,85,775,3.41,1336,112,766,458,17197883000,883000,17197883000,42378.29084,89521551.16
South/Southwest,6,S. suburbs and Joliet,11,17,197,882400,17197882400,8824,Census Tract 8824,G5020,S,1138559,0,41.5191033,-88.0671995,1920,17197882400,17,197,882400,3541,1189,1539,20,4,0,678,111,1752,1803,1738,324,853,275,443,523,411,500,212,27.9,27.2,29.1,3454,0,87,949,3.64,68,75,252,178,37,134,765,3.99,1071,122,533,416,17197882400,882400,17197882400,18573.8349,12254814.25
South/Southwest,6,S. suburbs and Joliet,12,17,197,882300,17197882300,8823,Census Tract 8823,G5020,S,4764822,39448,41.5199955,-88.0411844,1919,17197882300,17,197,882300,4259,3100,446,38,17,0,518,140,1484,2196,2063,380,778,214,534,711,582,667,393,32.5,32.5,32.6,4259,0,0,1541,2.76,232,179,338,347,56,122,1019,3.36,1682,141,1103,438,17197882300,882300,17197882300,34820.11491,51710755.89
South/Southwest,6,S. suburbs and Joliet,13,17,197,882200,17197882200,8822,Census Tract 8822,G5020,S,3362844,0,41.5328528,-88.0488744,1918,17197882200,17,197,882200,4624,2823,427,21,8,0,1145,200,2759,2416,2208,460,1066,260,562,739,599,631,307,29.5,29.2,29.8,4624,0,0,1350,3.43,139,115,376,277,69,147,1026,3.87,1479,129,851,499,17197882200,882200,17197882200,37288.86448,36195931.82
South/Southwest,6,S. suburbs and Joliet,14,17,197,881200,17197881200,8812,Census Tract 8812,G5020,S,6071772,0,41.5480283,-88.0362643,1904,17197881200,17,197,881200,4837,1210,2870,8,7,0,621,121,1264,2305,2532,516,1146,255,636,699,563,640,382,28.4,26.6,29.7,4831,0,6,1505,3.21,115,135,269,297,51,322,1191,3.55,1628,123,755,750,17197881200,881200,17197881200,53223.21674,65353375.19
South/Southwest,6,S. suburbs and Joliet,15,17,197,883803,17197883803,8838.03,Census Tract 8838.03,G5020,S,2202111,0,41.4636913,-87.6618307,1967,17197883803,17,197,883803,2577,516,1967,3,9,0,23,59,89,1147,1430,191,442,153,386,406,370,471,158,32.3,31,33.3,2570,0,7,1273,2.02,266,308,92,155,31,207,609,2.83,1352,79,218,1055,17197883803,883803,17197883803,21500.30425,23703851.82
South/Southwest,6,S. suburbs and Joliet,16,17,31,650301,17031650301,6503.01,Census Tract 6503.01,G5020,S,985559,0,41.7749275,-87.7299916,583,17031650301,17,31,650301,5711,3583,79,57,27,6,1771,188,4504,2846,2865,464,1335,329,723,948,689,788,435,30,29.7,30.4,5704,0,7,1501,3.8,103,118,537,335,59,125,1235,4.15,1572,71,1176,325,17031650301,650301,17031650301,13299.9124,10608487.07
South/Southwest,6,S. suburbs and Joliet,17,17,31,530503,17031530503,5305.03,Census Tract 5305.03,G5020,S,1582189,55799,41.6642039,-87.6375356,512,17031530503,17,31,530503,5345,25,5231,4,4,0,16,65,57,2423,2922,290,1129,338,446,654,682,1045,761,37.4,33.3,40,5345,0,0,1784,3,149,232,146,423,41,266,1352,3.45,1948,164,1407,377,17031530503,530503,17031530503,19495.54985,17631568.75
South/Southwest,6,S. suburbs and Joliet,18,17,31,540102,17031540102,5401.02,Census Tract 5401.02,G5020,S,5296530,0,41.6673315,-87.6054486,515,17031540102,17,31,540102,3109,4,3076,3,0,0,4,22,20,1260,1849,291,858,227,364,324,380,399,266,25.3,19.6,29.9,3109,0,0,1055,2.95,50,179,36,90,17,385,804,3.42,1257,202,177,878,17031540102,540102,17031540102,39870.37054,57013405.9
South/Southwest,6,S. suburbs and Joliet,19,17,31,540101,17031540101,5401.01,Census Tract 5401.01,G5020,S,3357871,508395,41.6507203,-87.5993689,514,17031540101,17,31,540101,3373,59,3200,4,2,0,66,42,112,1404,1969,355,1212,223,312,524,312,313,122,19.8,16.1,26.4,3325,2,46,1044,3.18,76,130,52,52,33,493,811,3.64,1506,462,79,965,17031540101,540101,17031540101,34175.108,41617739.58
South/Southwest,6,S. suburbs and Joliet,20,17,31,828506,17031828506,8285.06,Census Tract 8285.06,G5020,S,11561795,241634,41.5213573,-87.5437031,1173,17031828506,17,31,828506,8544,2955,5079,24,71,0,213,202,681,3916,4628,511,1812,441,721,974,1310,1811,964,38.4,36,39.9,8544,0,0,3185,2.68,324,509,546,762,71,412,2222,3.25,3382,197,2574,611,17031828506,828506,17031828506,52873.87111,127057839.5
South/Southwest,6,S. suburbs and Joliet,21,17,31,835200,17031835200,8352,Census Tract 8352,G5020,S,988538,0,41.7966437,-87.7452866,1244,17031835200,17,31,835200,2060,1404,70,8,29,0,510,39,1073,1032,1028,150,356,102,263,314,291,365,219,34.5,33.8,34.9,2060,0,0,674,3.06,96,80,156,133,15,43,457,3.73,713,39,427,247,17031835200,835200,17031835200,13314.34881,10640571.98
South/Southwest,6,S. suburbs and Joliet,22,17,31,833900,17031833900,8339,Census Tract 8339,G5020,S,682191,24124,41.7310321,-87.5474226,1232,17031833900,17,31,833900,2714,621,1398,62,11,0,573,49,1279,1191,1523,246,658,217,319,341,285,397,251,27.3,25.3,29.5,2691,0,23,824,3.27,91,87,85,121,25,199,616,3.79,1068,244,232,592,17031833900,833900,17031833900,15544.01967,7603073.928
South/Southwest,6,S. suburbs and Joliet,23,17,31,460301,17031460301,4603.01,Census Tract 4603.01,G5020,S,485921,0,41.7400278,-87.5563645,468,17031460301,17,31,460301,3404,457,2302,10,13,8,528,86,966,1643,1761,271,763,236,400,465,418,536,315,30.7,28.6,32.8,3404,0,0,1068,3.19,112,100,136,164,43,205,809,3.66,1385,317,502,566,17031460301,460301,17031460301,9117.182686,5230667.274
South/Southwest,6,S. suburbs and Joliet,24,17,31,460302,17031460302,4603.02,Census Tract 4603.02,G5020,S,648525,0,41.7470862,-87.5573905,469,17031460302,17,31,460302,3803,130,3464,6,0,0,148,55,267,1793,2010,271,888,268,390,474,484,633,395,31.9,29,34.6,3803,0,0,1261,3.02,169,162,99,169,39,233,862,3.68,1675,414,505,756,17031460302,460302,17031460302,12050.98719,6981013.173
South/Southwest,6,S. suburbs and Joliet,25,17,31,431301,17031431301,4313.01,Census Tract 4313.01,G5020,S,404077,0,41.7535302,-87.5601863,453,17031431301,17,31,431301,3545,55,3363,20,2,1,18,86,69,1571,1974,348,776,262,403,397,443,612,304,29.5,27.8,30.9,3467,0,78,1285,2.7,184,207,76,136,42,292,816,3.36,1871,586,238,1047,17031431301,431301,17031431301,9614.360865,4349646.881
South/Southwest,6,S. suburbs and Joliet,26,17,31,830007,17031830007,8300.07,Census Tract 8300.07,G5020,S,3827108,0,41.4816108,-87.7229092,1199,17031830007,17,31,830007,5039,831,3956,5,68,4,77,98,229,2292,2747,347,1195,248,496,707,679,963,404,33.3,30,35.6,4823,216,0,1711,2.82,147,255,259,343,42,358,1264,3.31,1868,157,971,740,17031830007,830007,17031830007,26651.26766,41195087.84
South/Southwest,6,S. suburbs and Joliet,27,17,31,700301,17031700301,7003.01,Census Tract 7003.01,G5020,S,1275711,0,41.7456225,-87.7317117,635,17031700301,17,31,700301,5728,3529,462,49,92,0,1418,178,3623,2848,2880,447,1339,313,638,912,699,835,545,31.5,30.4,32.6,5725,0,3,1608,3.56,105,182,561,371,51,97,1292,4.03,1685,77,1445,163,17031700301,700301,17031700301,15929.70882,13731740.96
South/Southwest,6,S. suburbs and Joliet,28,17,31,530502,17031530502,5305.02,Census Tract 5305.02,G5020,S,706251,101712,41.6660802,-87.6250225,511,17031530502,17,31,530502,1667,5,1636,2,1,0,4,19,19,756,911,86,349,106,136,211,208,321,250,37.9,34.8,40.3,1667,0,0,547,3.05,39,61,49,145,11,87,434,3.44,578,31,434,113,17031530502,530502,17031530502,13777.94078,8697132.478
South/Southwest,6,S. suburbs and Joliet,29,17,31,650302,17031650302,6503.02,Census Tract 6503.02,G5020,S,661844,0,41.7750953,-87.7177493,584,17031650302,17,31,650302,4344,2295,137,34,13,1,1743,121,3708,2201,2143,401,999,272,577,680,552,586,277,29,28.6,29.4,4344,0,0,1021,4.25,54,72,396,235,37,70,867,4.53,1105,84,807,214,17031650302,650302,17031650302,10701.2738,7124105.628
South/Southwest,6,S. suburbs and Joliet,30,17,31,825600,17031825600,8256,Census Tract 8256,G5020,S,6250222,0,41.5930056,-87.697914,1128,17031825600,17,31,825600,5627,868,4415,17,68,5,121,133,318,2634,2993,399,1304,368,526,713,677,959,681,33.2,30,35.9,5621,0,6,1778,3.16,147,171,238,422,44,297,1390,3.56,1947,169,1281,497,17031825600,825600,17031825600,40633.00876,67277803.82
South/Southwest,6,S. suburbs and Joliet,31,17,31,824400,17031824400,8244,Census Tract 8244,G5020,S,3129449,0,41.6399612,-87.7262117,1107,17031824400,17,31,824400,2317,1167,957,3,21,3,135,31,262,1071,1246,105,419,114,193,254,304,388,540,42.8,37.2,46.9,2065,252,0,830,2.49,110,172,129,156,27,79,503,3.27,866,36,432,398,17031824400,824400,17031824400,25263.04186,33685429.12
South/Southwest,6,S. suburbs and Joliet,32,17,31,827200,17031827200,8272,Census Tract 8272,G5020,S,3926603,0,41.6118076,-87.6268202,1151,17031827200,17,31,827200,4140,486,2979,24,23,0,545,83,818,1942,2198,305,903,246,409,521,544,710,502,33.6,31.4,36.4,4140,0,0,1392,2.97,150,189,219,258,34,193,984,3.56,1571,179,860,532,17031827200,827200,17031827200,26843.83224,42266953.05
South/Southwest,6,S. suburbs and Joliet,33,17,31,827500,17031827500,8275,Census Tract 8275,G5020,S,6868492,0,41.5924815,-87.6384982,1154,17031827500,17,31,827500,5382,999,2937,7,5,0,1356,78,2044,2687,2695,509,1306,391,627,692,670,732,455,28,27.3,28.9,5330,0,52,1514,3.52,135,128,335,285,54,240,1190,3.94,1773,259,908,606,17031827500,827500,17031827500,41282.56305,73933900.77
South/Southwest,6,S. suburbs and Joliet,34,17,31,510300,17031510300,5103,Census Tract 5103,G5020,S,2957010,0,41.7157376,-87.5749726,499,17031510300,17,31,510300,5360,35,5218,4,3,0,27,73,55,2304,3056,328,1034,315,447,589,674,1090,883,39.6,35.1,43,5344,15,1,1979,2.7,164,363,128,321,45,302,1372,3.27,2127,148,1327,652,17031510300,510300,17031510300,23763.71547,31830394.38
South/Southwest,6,S. suburbs and Joliet,35,17,31,530100,17031530100,5301,Census Tract 5301,G5020,S,649938,0,41.6818522,-87.6179395,506,17031530100,17,31,530100,2371,457,1177,8,3,2,674,50,1136,1150,1221,223,509,176,279,300,290,334,260,30,29.9,30,2368,0,3,714,3.32,88,73,111,122,21,109,527,3.87,958,244,247,467,17031530100,530100,17031530100,10623.51547,6996091.347
South/Southwest,6,S. suburbs and Joliet,36,17,31,827300,17031827300,8273,Census Tract 8273,G5020,S,1631638,0,41.6090315,-87.6462207,1152,17031827300,17,31,827300,2947,166,2376,13,109,0,238,45,385,1446,1501,272,708,207,308,362,332,469,289,29.4,27.3,30.9,2947,0,0,977,3.02,170,151,117,130,35,173,612,3.93,1296,319,338,639,17031827300,827300,17031827300,17416.46479,17563253.61
South/Southwest,6,S. suburbs and Joliet,37,17,31,640100,17031640100,6401,Census Tract 6401,G5020,S,325921,0,41.7820943,-87.7399954,574,17031640100,17,31,640100,1211,775,52,3,10,5,337,29,753,594,617,100,236,64,172,200,149,189,101,31.3,30.6,32.2,1211,0,0,414,2.93,51,54,86,78,19,44,280,3.57,490,76,231,183,17031640100,640100,17031640100,7960.903955,3508218.127
South/Southwest,6,S. suburbs and Joliet,38,17,31,640800,17031640800,6408,Census Tract 6408,G5020,S,326705,0,41.7748239,-87.7397418,580,17031640800,17,31,640800,1716,943,53,8,22,2,647,41,1283,854,862,136,343,108,234,251,216,280,148,31.3,31.5,31.1,1716,0,0,496,3.46,52,51,147,120,13,30,379,4,533,37,366,130,17031640800,640800,17031640800,7971.281641,3516639.06
South/Southwest,6,S. suburbs and Joliet,39,17,31,824900,17031824900,8249,Census Tract 8249,G5020,S,5563979,0,41.6094894,-87.6976743,1117,17031824900,17,31,824900,3079,748,2004,2,17,1,244,63,440,1465,1614,185,667,201,278,428,437,568,315,35,32.5,37,3072,0,7,991,3.1,78,103,179,242,30,114,765,3.5,1086,95,783,208,17031824900,824900,17031824900,40169.67633,59891086.85
South/Southwest,6,S. suburbs and Joliet,40,17,31,821300,17031821300,8213,Census Tract 8213,G5020,S,1745241,154297,41.6551035,-87.6673371,1040,17031821300,17,31,821300,5519,1976,1695,35,13,0,1637,163,2784,2691,2828,434,1216,362,710,740,762,835,460,30.5,28.7,32.4,5515,0,4,1887,2.92,241,252,365,289,64,280,1275,3.56,2133,246,851,1036,17031821300,821300,17031821300,23463.82033,20446980.42
South/Southwest,6,S. suburbs and Joliet,41,17,31,650200,17031650200,6502,Census Tract 6502,G5020,S,990903,0,41.7822224,-87.7302265,582,17031650200,17,31,650200,7320,4428,138,46,51,0,2386,271,5641,3664,3656,640,1624,443,889,1266,868,998,592,30.4,30.1,30.9,7320,0,0,2033,3.6,192,184,595,470,95,166,1579,4.07,2188,155,1304,729,17031650200,650200,17031650200,13344.49712,10666081.44
South/Southwest,6,S. suburbs and Joliet,42,17,31,650400,17031650400,6504,Census Tract 6504,G5020,S,1098626,0,41.7653247,-87.7171803,585,17031650400,17,31,650400,6743,3269,371,38,65,3,2802,195,5692,3367,3376,588,1618,426,852,1088,808,873,490,28.8,28.8,28.9,6739,0,4,1607,4.19,80,119,594,358,72,122,1369,4.48,1687,80,1338,269,17031650400,650400,17031650400,14642.39492,11825679.61
South/Southwest,6,S. suburbs and Joliet,43,17,31,825505,17031825505,8255.05,Census Tract 8255.05,G5020,S,5167417,36262,41.5635098,-87.7316996,1127,17031825505,17,31,825505,5525,589,4733,10,66,0,35,92,125,2493,3032,308,1217,276,473,652,832,1156,611,37.8,36,39.2,5408,101,16,1778,3.04,98,219,369,504,44,204,1408,3.41,1903,125,1541,237,17031825505,825505,17031825505,32254.04641,56012333.15
South/Southwest,6,S. suburbs and Joliet,44,17,31,829401,17031829401,8294.01,Census Tract 8294.01,G5020,S,1098515,0,41.4969457,-87.6597612,1186,17031829401,17,31,829401,1394,40,1254,3,3,0,58,36,107,666,728,102,317,116,146,150,158,228,177,30.7,27.6,34.7,1394,0,0,423,3.3,36,48,31,71,18,76,321,3.73,534,111,247,176,17031829401,829401,17031829401,18921.87138,11824583.9
South/Southwest,6,S. suburbs and Joliet,45,17,31,824300,17031824300,8243,Census Tract 8243,G5020,S,4022883,0,41.6413257,-87.6992633,1106,17031824300,17,31,824300,4814,316,4269,19,5,0,154,51,380,2352,2462,337,917,279,460,563,622,913,723,37.7,36,39.3,4413,401,0,1613,2.74,237,288,175,221,35,232,1021,3.53,1877,264,868,745,17031824300,824300,17031824300,32621.53011,43302615.76
South/Southwest,6,S. suburbs and Joliet,46,17,31,823603,17031823603,8236.03,Census Tract 8236.03,G5020,S,2162589,330409,41.6499735,-87.7105023,1074,17031823603,17,31,823603,2702,783,1315,16,3,0,523,62,1263,1330,1372,290,690,174,289,363,341,339,216,27.4,27.3,27.5,2678,0,24,709,3.78,52,55,152,122,27,120,573,4.19,803,94,369,340,17031823603,823603,17031823603,37471.62611,26834664.24
South/Southwest,6,S. suburbs and Joliet,47,17,31,827100,17031827100,8271,Census Tract 8271,G5020,S,1611677,0,41.6180623,-87.6463602,1150,17031827100,17,31,827100,2716,78,2448,2,57,0,81,50,134,1236,1480,205,616,196,287,326,351,477,258,31.5,29.4,32.7,2716,0,0,873,3.11,96,95,87,146,28,164,641,3.62,1124,251,399,474,17031827100,827100,17031827100,17846.74853,17348408.17
South/Southwest,6,S. suburbs and Joliet,48,17,31,661100,17031661100,6611,Census Tract 6611,G5020,S,1299749,0,41.7607874,-87.7026881,596,17031661100,17,31,661100,6542,1993,2970,12,42,0,1379,146,3081,3163,3379,564,1581,389,744,1014,907,948,395,29.9,28.6,31,6511,0,31,1769,3.68,136,180,446,309,79,234,1398,4.09,1928,159,1345,424,17031661100,661100,17031661100,15879.83184,13990566.73
South/Southwest,6,S. suburbs and Joliet,49,17,31,825802,17031825802,8258.02,Census Tract 8258.02,G5020,S,1497069,0,41.6263798,-87.5600589,1131,17031825802,17,31,825802,5850,591,4804,8,10,0,364,73,680,2696,3154,371,1263,367,538,742,875,1162,532,35.8,31.8,38.3,5845,4,1,2001,2.92,192,247,342,428,51,301,1493,3.4,2253,252,1350,651,17031825802,825802,17031825802,17629.70147,16115041.79
South/Southwest,6,S. suburbs and Joliet,50,17,31,825900,17031825900,8259,Census Tract 8259,G5020,S,1612686,0,41.621696,-87.5423652,1133,17031825900,17,31,825900,3374,880,1945,32,23,0,402,92,830,1586,1788,257,782,204,334,472,462,526,337,32.4,29,34.8,3374,0,0,1107,3.05,103,141,212,193,44,168,822,3.55,1255,148,756,351,17031825900,825900,17031825900,16881.97118,17359768.06
South/Southwest,6,S. suburbs and Joliet,51,17,31,826000,17031826000,8260,Census Tract 8260,G5020,S,1968428,0,41.623927,-87.532361,1134,17031826000,17,31,826000,3334,714,2019,42,13,5,444,97,906,1622,1712,311,848,236,409,462,424,466,178,27.3,25.2,29.5,3334,0,0,1070,3.12,141,116,180,139,48,216,762,3.71,1300,230,455,615,17031826000,826000,17031826000,24723.11231,21189197.86
South/Southwest,6,S. suburbs and Joliet,52,17,31,825803,17031825803,8258.03,Census Tract 8258.03,G5020,S,1745913,0,41.6192449,-87.5620435,1132,17031825803,17,31,825803,5811,776,4675,15,21,2,244,78,576,2598,3213,374,1131,349,560,689,870,1044,794,37.8,33.5,39.8,5811,0,0,2318,2.51,272,487,312,434,70,332,1495,3.18,2474,156,1194,1124,17031825803,825803,17031825803,21699.48891,18793753.21
South/Southwest,6,S. suburbs and Joliet,53,17,31,821500,17031821500,8215,Census Tract 8215,G5020,S,4164548,452981,41.650561,-87.6360713,1043,17031821500,17,31,821500,2341,66,2224,1,0,0,15,35,34,1002,1339,195,728,168,246,321,257,321,105,24.4,20.9,26.8,2333,0,8,704,3.31,69,82,57,73,37,226,523,3.81,857,153,262,442,17031821500,821500,17031821500,40643.54792,49704079.59
South/Southwest,6,S. suburbs and Joliet,54,17,31,826304,17031826304,8263.04,Census Tract 8263.04,G5020,S,1264300,7638,41.6181611,-87.5822761,1140,17031826304,17,31,826304,3203,173,2949,1,15,0,21,44,65,1383,1820,213,617,205,313,380,474,626,375,36.9,33,39.3,3203,0,0,1286,2.49,149,270,131,219,25,208,818,3.18,1440,154,706,580,17031826304,826304,17031826304,18216.97225,13691624.73
South/Southwest,6,S. suburbs and Joliet,55,17,31,430800,17031430800,4308,Census Tract 4308,G5020,S,328071,0,41.76075,-87.5712983,450,17031430800,17,31,430800,1763,19,1715,0,2,0,7,20,31,807,956,92,299,94,151,197,256,406,268,41.6,40.6,42.2,1763,0,0,757,2.33,131,156,44,116,18,105,437,3.05,880,123,298,459,17031430800,430800,17031430800,7981.518584,3531496.739
South/Southwest,6,S. suburbs and Joliet,56,17,31,431200,17031431200,4312,Census Tract 4312,G5020,S,655295,0,41.7553011,-87.5711843,452,17031431200,17,31,431200,3078,33,2978,4,2,0,15,46,61,1367,1711,182,524,168,267,342,430,642,523,41.2,37.6,44,3076,0,2,1148,2.68,123,203,112,206,20,137,785,3.29,1279,131,757,391,17031431200,431200,17031431200,10621.97394,7053868.695
South/Southwest,6,S. suburbs and Joliet,57,17,31,431400,17031431400,4314,Census Tract 4314,G5020,S,1078730,1126094,41.7567077,-87.5419703,455,17031431400,17,31,431400,6418,164,6050,33,32,0,31,108,97,2970,3448,334,771,306,768,891,875,1546,927,42,40.7,43.2,5911,506,1,3280,1.8,887,962,130,271,90,339,1226,2.85,4026,746,635,2645,17031431400,431400,17031431400,27168.03263,23733745.52
South/Southwest,6,S. suburbs and Joliet,58,17,31,825700,17031825700,8257,Census Tract 8257,G5020,S,4834653,222953,41.6394802,-87.5449604,1129,17031825700,17,31,825700,4206,1096,2604,31,23,0,374,78,805,2028,2178,278,823,239,391,559,655,867,394,36.9,35.7,37.9,3899,307,0,1431,2.72,158,209,221,274,45,233,997,3.29,1544,113,941,490,17031825700,825700,17031825700,33724.47371,54442451.78
South/Southwest,6,S. suburbs and Joliet,59,17,31,825801,17031825801,8258.01,Census Tract 8258.01,G5020,S,2446860,192553,41.6347559,-87.5729716,1130,17031825801,17,31,825801,3550,304,3162,10,6,0,28,40,82,1605,1945,265,686,238,372,447,495,660,387,35.1,31.6,36.7,3550,0,0,1480,2.4,236,274,118,178,45,291,904,3.06,1720,240,666,814,17031825801,825801,17031825801,26196.36236,28411688.85
South/Southwest,6,S. suburbs and Joliet,60,17,31,826100,17031826100,8261,Census Tract 8261,G5020,S,3529987,108623,41.6083943,-87.5359016,1135,17031826100,17,31,826100,6414,1934,3434,103,18,0,767,158,1525,3081,3333,481,1513,381,601,916,901,1026,595,32.7,30.9,34.1,6407,0,7,2203,2.91,292,312,405,379,88,330,1521,3.57,2534,331,1485,718,17031826100,826100,17031826100,26637.55873,39167820.23
South/Southwest,6,S. suburbs and Joliet,61,17,31,450300,17031450300,4503,Census Tract 4503,G5020,S,1366771,0,41.7419438,-87.5790892,465,17031450300,17,31,450300,3615,25,3495,7,4,0,20,64,56,1620,1995,173,616,161,280,446,485,763,691,43.2,38.6,46.5,3615,0,0,1437,2.52,158,303,118,275,34,145,934,3.15,1577,140,936,501,17031450300,450300,17031450300,18353.18269,14712370.76
South/Southwest,6,S. suburbs and Joliet,62,17,31,530600,17031530600,5306,Census Tract 5306,G5020,S,966241,67959,41.6700882,-87.6191458,513,17031530600,17,31,530600,3207,30,3117,1,1,0,7,51,42,1425,1782,242,657,202,342,399,367,613,385,34.1,30.5,36.8,3205,0,2,1128,2.84,94,181,92,185,28,215,801,3.38,1304,176,578,550,17031530600,530600,17031530600,16982.9261,11132392.09
South/Southwest,6,S. suburbs and Joliet,63,17,31,826901,17031826901,8269.01,Census Tract 8269.01,G5020,S,1310980,0,41.6210476,-87.6644798,1147,17031826901,17,31,826901,1894,57,1705,7,0,0,80,45,142,948,946,135,435,142,202,234,240,293,213,31.3,28.2,34.7,1894,0,0,618,3.06,96,64,44,85,16,120,427,3.69,840,222,304,314,17031826901,826901,17031826901,17251.86378,14111568.44
South/Southwest,6,S. suburbs and Joliet,64,17,31,827000,17031827000,8270,Census Tract 8270,G5020,S,1457388,0,41.6263396,-87.6451103,1149,17031827000,17,31,827000,3624,144,3313,17,4,9,55,82,135,1713,1911,228,883,210,365,484,462,642,350,32.7,31.6,33.7,3624,0,0,1188,3.05,139,124,132,203,42,199,868,3.56,1378,190,687,501,17031827000,827000,17031827000,17481.95928,15687606.07
South/Southwest,6,S. suburbs and Joliet,65,17,31,826902,17031826902,8269.02,Census Tract 8269.02,G5020,S,704657,0,41.61487,-87.6640081,1148,17031826902,17,31,826902,1643,21,1588,0,1,0,3,30,32,757,886,117,377,104,166,197,185,280,217,32.4,29.2,36.1,1635,0,8,528,3.1,42,69,43,81,11,106,387,3.62,698,170,274,254,17031826902,826902,17031826902,16062.29763,7585028.816
